12091144000180010120253101202501022025FUNDO DE PREVIDENCIA SOCIAL RPPS                                                
2018300000000000000DESPESAS CORRENTES                                                                                            S01
2025339040150000000DIGITALIZACAO/INDEXACAO DE DOCUMENTOS                                                                         A06
2025339040160000000OUTSOURCING DE IMPRESSAO                                                                                      A06
2025339040170000000COMPUTAO EM NUVEM - INFRAESTRUTURA COMO SERVIO IAAS                                                           A06
2025339040180000000COMPUTAO EM NUVEM - PLATAFORMA COMO SERVIO PAAS                                                               A06
2025339040190000000COMPUTAO EM NUVEM - SOFTWARE COMO SERVIO SAAS                                                                 A06
2025339040200000000TREINAMENTO/CAPACITAO EM TIC                                                                                  A06
2025339040210000000SERVIOS TCNICOS PROFISSIONAIS DE TIC                                                                          A06
2025339040220000000INSTALAO DE EQUIPAMENTOS DE TIC                                                                               A06
2025339040230000000EMISSO DE CERTIFICADOS DIGITAIS                                                                               A06
2025339040960000000SERVIOS DE TIC - PAGAMENTO ANTECIPADO                                                                         A06
2025339040990000000OUTROS SERVIOS DE TIC                                                                                         S06
2025339040990100000INSTALAO/IMPLANTAO DE SISTEMAS INFORMATIZADOS                                                                 A07
2025339041000000000CONTRIBUIES                                                                                                   S05
2025339041000100000CONTRIBUICOES AS FORCAS AUXILIARES                                                                            A07
2025339045000000000SUBVENES ECONMICAS                                                                                            S05
2025339045990000000OUTRAS SUBVENES ECONMICAS                                                                                     A06
2025339046000000000AUXLIO-ALIMENTAO                                                                                              S05
2025339046010000000INDENIZACAO AUXILIO-ALIMENTACAO                                                                               A06
2025339047000000000OBRIGAES TRIBUTRIAS E CONTRIBUTIVAS                                                                           S05
2025339047020000000IMPOSTO SOBRE PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU                                                 A06
2025339047030000000IMPOSTO DE RENDA                                                                                              A06
2025339047080000000IMPOSTO SOBRE SERVIOS DE QUALQUER NATUREZA - ISSQN                                                            A06
2025339047100000000TAXAS                                                                                                         A06
2025339047120000000CONTRIBUICAO PARA  O PIS/PASEP                                                                                S06
2025339047120100000PASEP RETIDO                                                                                                  A07
2025339047120200000PASEP APURACAO RESIDUAL MENSAL                                                                                A07
2025339047140000000CPMF                                                                                                          A06
2025339047150000000MULTAS                                                                                                        A06
2025339047160000000JUROS                                                                                                         A06
2025339047180000000CONTRIBUICOES  PREVIDENCIARIAS-SERVICOS DE TERCEIROS                                                          A06
2025339047200000000OBRIGACOES PATRONAIS SOBRE SERVICOS DE  PESSOA JURIDICA                                                       A06
2025339047220000000CONTRIBUICAO PARA O  CUSTEIO DE ILUMINACAO PUBLICA                                                            A06
2025339047960000000OBRIGACOES TRIBUTARIAS - PAGAMENTO ANTECIPADO                                                                 A06
2025339047990000000OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                                 A06
2025339048000000000OUTROS AUXLIOS FINANCEIROS A PESSOAS FSICAS                                                                   S05
2025339048010000000AUXILIO A PESSOAS FISICAS                                                                                     S06
2025339048010100000DIVERSOS AUXILIOS A PESSOAS FISICAS                                                                           A07
2025339048010200000AUXILIO PARA INCENTIVO A TRANSFERENCIA DE VEICULOS                                                            A07
2025339048010300000AUXILIO PARA PROGRAMAS HABITACIONAIS                                                                          A07
2025339048010400000AUXILIO PROGRAMA MAIS MEDICOS LEI 2482/14                                                                     A07
2025339049000000000AUXLIO-TRANSPORTE                                                                                             S05
2025339049010000000INDENIZACAO AUXILIO-TRANSPORTE                                                                                A06
2025339059000000000PENSES ESPECIAIS                                                                                              A05
2025339062000000000AQUISIO DE PRODUTOS PARA REVENDA                                                                              A05
2025339067000000000DEPSITOS COMPULSRIOS                                                                                          S05
2025339067010000000DEPOSITOS E CAUCOES                                                                                           A06
2025339067020000000DEPOSITOS JUDICIAIS                                                                                           A06
2025339067030000000DEPOSITOS PARA RECURSOS                                                                                       A06
2025339067990000000OUTROS DEPOSITOS COMPULSORIOS                                                                                 A06
2025339086000000000COMPENSAES A REGIMES DE PREVIDNCIA                                                                            S05
2025339086010000000COMPENSAO PREVIDENCIRIA AO RGPS                                                                               A06
2025339086020000000COMPENSAO PREVIDENCIRIA A RPPS ESTADUAL                                                                       A06
2025339086030000000COMPENSAES PREVIDENCIRIA A OUTRO RPPS MUNICIPAL                                                               A06
2025339091000000000SENTENAS JUDICIAIS                                                                                            S05
2025339091010000000SENTENCAS JUDICIAIS TRANSITADAS EM JULGADO                                                                    A06
2025339091020000000PRECATORIOS INCLUIDOS NA LEI DO ORCAMENTO                                                                     A06
2025339091030000000DECISOES JUDICIAIS                                                                                            A06
2025339091340000000SENTENAS JUDICIAIS - TERCEIRIZACAO ART18  1 LC 101                                                            A06
2025339091990000000OUTROS TIPOS DE SENTENCAS JUDICIAIS                                                                           A06
2025339092000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2025339092040000000CONTRATACAO POR TEMPO DETERMINADO                                                                             A06
2025339092080000000OUTROS BENEFASSISTDO SERVIDOR E DO MILITAR                                                                    A06
2025339092140000000DIARIAS - PESSOAL CIVIL                                                                                       A06
2025339092180000000AUXILIO FINANCEIRO A ESTUDANTES                                                                               A06
2025339092200000000AUXILIO FINANCEIRO A PESQUISADORES                                                                            A06
2025339092300000000MATERIAL DE CONSUMO                                                                                           A06
2025339092310000000PREMIACOES CULTURAIS CIENTIFICAS  ARTISTICAS DESPORTIVAS E OUTRAS                                             A06
2025339092320000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               A06
2025339092330000000PASSAGENS E DESPESAS COM LOCOMOCAO                                                                            A06
2025339092340000000OUTRAS DESPESAS DE PESSOAL - TERCEIRIZACAO ART18  1 LC 101                                                    A06
2025339092350000000SERVICOS DE CONSULTORIA                                                                                       A06
2025339092360000000SERVICOS DE TERCEIROS - PESSOA FISICA                                                                         A06
2025339092370000000LOCACAO DE MAO-DE-OBRA                                                                                        A06
2025339092380000000ARRENDAMENTO MERCANTIL                                                                                        A06
2025339092390000000OUTROS SERVICOS DE TERCEIROS - PJ                                                                             A06
2025339092400000000SERVIOS DE TECNOLOGIA DA INFORMAO E COMUNICAO - PJ                                                            A06
2025339092450000000SUBVENCOES ECONOMICAS                                                                                         A06
2025339092460000000AUXILIO-ALIMENTACAO                                                                                           A06
2025339092470000000OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                                        A06
2025339092480000000OUTROS AUXLIOS FINANCEIROS A PESSOA FSICA                                                                     A06
2025339092490000000AUXILIO-TRANPORTE                                                                                             A06
2025339092590000000PENSOES ESPECIAIS                                                                                             A06
2025339092670000000DEPOSITOS COMPULSORIOS                                                                                        A06
2025339092850000000SERVICOS DE PUBLICIDADE LEGAL                                                                                 A06
2025339092880000000SERVICOS DE PUBLICIDADE INSTITUCIONAL                                                                         A06
2025339092890000000SERVICOS DE PUBLICIDADE DE UTILIDADE PUBLICA                                                                  A06
2025339092910000000SENTENCAS JUDICIAIS                                                                                           A06
2025339092920000000MATERIAL DE CONSUMO                                                                                           A06
2025339092930000000INDENIZACOES E RESTITUICOES                                                                                   A06
2025339092960000000RESSARCIMENTO DE DESPESAS COM PESSOAL REQUISITADO                                                             A06
2025339092990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2025339093000000000INDENIZAES E RESTITUIES                                                                                       S05
2025339093010000000INDENIZACOES                                                                                                  S06
2025339093010100000INDENIZACAO IMOBILIARIA                                                                                       A07
2025339093010200000INDENIZACAO POR DANOS MATERIAIS A TERCEIROS                                                                   A07
2025339093010300000INDENIZACAO PELA UTILIZAO DE VECULOS DE SERVIDORES                                                            A07
2025339093020000000RESTITUICOES                                                                                                  S06
2025339093020100000RESTITUICOES DE DESPESAS  EVENTUAIS COM ALIMENTACAO                                                           A07
2025339093020200000RESTITUICOES DE IMPOSTOS TAXAS E CONTRIBUICOES DE MELHORIA                                                    A07
2025339093020300000RESTITUICOES DO INSS AOS AGENTES POLITICOS                                                                    A07
2025339093030000000AJUDA DE CUSTO - PESSOAL CIVIL                                                                                A06
2025339093050000000INDENIZACAO DE TRANSPORTE - PESSOAL CIVIL                                                                     A06
2025339093070000000INDENIZACAO DE MORADIA - PESSOAL CIVIL                                                                        A06
2025339093080000000RESSARCIMENTO ASSISTNCIA MDICA/ODONTOLGICA                                                                    A06
2025339093140000000RESSARCIMENTO DE PASSAGENS E DESPC/LOCOMOCAO                                                                  A06
2025339093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          S06
2025339093990100000RESTITUICAO DE COPIAS E IMPRESSAO DE DOCUMENTOS                                                               A07
2025339093990200000INDENIZACAO POR HIDROMETRO DANIFICADO                                                                         A07
2025339093990300000DESPESAS COM CURSOS TREINAMENTOS E SIMILARES                                                                  A07
2025339093990400000RESTITUICAO DE RECURSOS DE CONVENIOS                                                                          A07
2025339093990500000RESTITUIO STT                                                                                                 A07
2025339095000000000INDENIZAO PELA EXECUO DE TRABALHOS DE CAMPO                                                                   S05
2025339095010000000INDENIZACOES A SERVIDORES PELA EXECUCAO DE  TRABALHO DE  CAMPO                                                A06
2025339096000000000RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                                              A05
2025339098000000000COMPENSAES AO RGPS  DESPESA DO ORAMENTO DE INVESTIMENTO                                                       A05
2025339100000000000APLICAO DIRETA DECORRENTE DE OPERAO ENTRE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS                   S04
2025339108000000000OUTROS BENEFCIOS ASSISTENCIAIS DO SERVIDOR E DO MILITAR                                                       A05
2025339130000000000MATERIAL DE CONSUMO - OPERAES INTRA-ORAMENTARIAS                                                              A05
2025339134000000000OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAO                                            A05
2025339139000000000OUTROS SERVICOS DE TERCEIROS-PESSOA JURDICA - OPERAES INTRA-ORAMENTARIAS                                      S05
2025339139020000000CONDOMINIOS                                                                                                   A06
2025339139100000000LOCAO DE IMOVEIS                                                                                              A06
2025339139440000000SERVIO DE AGUA E ESGOTO                                                                                       A06
2025339139470000000SERVIO DE COMUNICAO EM GERAL                                                                                  A06
2025339139500000000SERVIOS MEDICO-HOSPITALAR ODONTOLOGICO E LABORATORIAIS                                                        A06
2025339139990000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURIDICA                                                                 A06
2025339147000000000OBRIGAES TRIBUTRIAS E CONTRIBUTIVAS  OPERAES INTRA-ORAMENTRIAS                                                S05
2025339147900000000IMPOSTO SOBRE PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU                                                 A06
2025339186000000000COMPENSAES A REGIMES DE PREVIDNCIA                                                                            A05
2025339192000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2025339192390000000SERVIOS DE TERCEIROS - PESSOA JURIDICA                                                                        A06
2025339192470000000OBRIGAES TRIBUTARIAS E CONTRIBUTIVAS                                                                          A06
2025339192930000000INDENIZAES E RESTITUIES                                                                                       A06
2025339193000000000INDENIZAES E RESTITUIES                                                                                       S05
2025339193010000000INDENIZAES                                                                                                    A06
2025339193020000000RESTITUIES                                                                                                    A06
2025339197000000000APORTE PARA COBERTURA DO DFICIT ATUARIAL DO RPPS                                                              A05
2025339198000000000COMPENSAES AO RGPS  DESPESA DO ORAMENTO DE INVESTIMENTO                                                       A05
2025339200000000000APLICAO DIRETA DE RECURSOS  RECEBIDOS DE OUTROS ENTES                                                         S04
2025339214000000000DIRIAS - CIVIL                                                                                                A05
2025339218000000000AUXLIO FINANCEIRO A ESTUDANTES                                                                                A05
2025339220000000000AUXLIO FINANCEIRO A PESQUISADORES                                                                             A05
2025339230000000000MATERIAL DE CONSUMO                                                                                           A05
2025339232000000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               A05
2025339233000000000PASSAGENS E DESPESAS COM LOCOMOO                                                                              A05
2025339235000000000SERVIOS DE CONSULTORIA                                                                                        A05
2025339236000000000OUTROS SERVIOS DE TERCEIROS - PESSOA FSICA                                                                    A05
2025339239000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  A05
2025339240000000000SERVIOS DE TECNOLOGIA DA INFORMAO E COMUNICAO - PJ                                                            A05
2025339292000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              A05
2025339300000000000APLICAO DIRETA DECORRENTE DE OPERAO DE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS FIS                  S04
2025339330000000000MATERIAL DE CONSUMO                                                                                           S05
2025339330090000000MATERIAL FARMACOLOGICO                                                                                        A06
2025339330100000000MATERIAL ODONTOLOGICO                                                                                         A06
2025339330110000000MATERIAL QUMICO                                                                                               A06
2025339330350000000MATERIAL LABORATORIAL                                                                                         A06
2025339330360000000MATERIAL HOSPITALAR                                                                                           A06
2025339330990000000OUTROS MATERIAIS DE CONSUMO                                                                                   A06
2025339332000000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               S05
2025339332010000000MATERIAL FARMACOLOGICO                                                                                        A06
2025339332020000000MATERIAL HOSPITALAR                                                                                           A06
2025339332030000000MATERIAL ODONTOLOGICO                                                                                         A06
2025339332990000000OUTROS MATERIAIS DE DISTRIBUICAO GRATUITA                                                                     A06
2025339334000000000OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAO                                            S05
2025339334010000000SUBSTITUIO DE MO DE OBRA  ART 18 1 DA LRF                                                                     A06
2025339339000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2025339339500000000SERVMEDICO-HOSPITALODONTOLE LABORATORIAIS                                                                     A06
2025339339990000000OUTROS SERVICOS DE TERCEIROS-PESSOA JURIDICA                                                                  A06
2025339392000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2025339392300000000MATERIAL DE CONSUMO                                                                                           A06
2025339392390000000OUTROS SERVICOS DE TERCEIROS - PJ                                                                             A06
2025339392990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2025339400000000000APLICAO DIRETA DECORRENTE DE OPERAO DE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS FIS                  S04
2025339430000000000MATERIAL DE CONSUMO                                                                                           S05
2025339430090000000MATERIAL FARMACOLOGICO                                                                                        A06
2025339430100000000MATERIAL ODONTOLOGICO                                                                                         A06
2025339430110000000MATERIAL QUMICO                                                                                               A06
2025339430350000000MATERIAL LABORATORIAL                                                                                         A06
2025339430360000000MATERIAL HOSPITALAR                                                                                           A06
2025339430990000000OUTROS MATERIAIS DE CONSUMO                                                                                   A06
2025339432000000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               S05
2025339432020000000MEDICAMENTOS PARA USO DOMICILIAR                                                                              A06
2025339432990000000OUTROS MATERIAIS DE DISTRIBUICAO GRATUITA                                                                     A06
2025339434000000000OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAO                                            A05
2025339439000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2025339439500000000SERVMEDICO-HOSPITALODONTOLE LABORATORIAIS                                                                     A06
2025339439990000000OUTROS SERVICOS DE TERCEIROS-PESSOA JURIDICA                                                                  A06
2025339492000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2025339492300000000MATERIAL DE CONSUMO                                                                                           A06
2025339492390000000OUTROS SERVICOS DE TERCEIROS - PJ                                                                             A06
2025339492990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2025339500000000000APLICACAO DIRETA  1 E 2 ART 24 LC 141/2012                                                                    S04
2025339504000000000CONTRATAO POR TEMPO DETERMINADO                                                                               A05
2025339508000000000OUTROS BENEFCIOS ASSISTENCIAIS DO SERVIDOR E DO MILITAR                                                       A05
2025339514000000000DIRIAS - CIVIL                                                                                                A05
2025339518000000000AUXLIO FINANCEIRO A ESTUDANTES                                                                                A05
2025339520000000000AUXLIO FINANCEIRO A PESQUISADORES                                                                             A05
2025339530000000000MATERIAL DE CONSUMO                                                                                           S05
2025339530090000000MATERIAL FARMACOLOGICO                                                                                        A06
2025339530100000000MATERIAL ODONTOLOGICO                                                                                         A06
2025339530110000000MATERIAL QUMICO                                                                                               A06
2025339530350000000MATERIAL LABORATORIAL                                                                                         A06
2025339530360000000MATERIAL HOSPITALAR                                                                                           A06
2025339530990000000OUTROS MATERIAIS DE CONSUMO                                                                                   A06
2025339531000000000PREMIAES CULTURAIS ARTSTICAS CIENTFICAS DESPORTIVAS E OUTRAS                                                  A05
2025339532000000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               S05
2025339532020000000MEDICAMENTOS PARA USO DOMICILIAR                                                                              A06
2025339532990000000OUTROS MATERIAIS DE DISTRIBUICAO GRATUITA                                                                     A06
2025339533000000000PASSAGENS E DESPESAS COM LOCOMOO                                                                              A05
2025339534000000000OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAO                                            A05
2025339535000000000SERVIOS DE CONSULTORIA                                                                                        A05
2025339536000000000OUTROS SERVIOS DE TERCEIROS - PESSOA FSICA                                                                    A05
2025339537000000000LOCAO DE MO-DE-OBRA                                                                                           A05
2025339538000000000ARRENDAMENTO MERCANTIL                                                                                        A05
2025339539000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2025339539500000000SERVMEDICO-HOSPITALODONTOLE LABORATORIAIS                                                                     A06
2025339539990000000OUTROS SERVICOS DE TERCEIROS-PESSOA JURIDICA                                                                  A06
2025339541000000000CONTRIBUIES                                                                                                   A05
2025339545000000000SUBVENES ECONMICAS                                                                                            A05
2025339546000000000AUXLIO-ALIMENTAO                                                                                              A05
2025339547000000000OBRIGAES TRIBUTRIAS E CONTRIBUTIVAS                                                                           A05
2025339548000000000OUTROS AUXLIOS FINANCEIROS A PESSOAS FSICAS                                                                   A05
2025339549000000000AUXLIO-TRANSPORTE                                                                                             A05
2025339567000000000DEPSITOS COMPULSRIOS                                                                                          A05
2025339591000000000SENTENAS JUDICIAIS                                                                                            A05
2025339592000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2025339592300000000MATERIAL DE CONSUMO                                                                                           A06
2025339592390000000OUTROS SERVICOS DE TERCEIROS - PJ                                                                             A06
2025339592990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2025339593000000000INDENIZACOES E RESTITUICOES                                                                                   S05
2025339593080000000RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA                                                                 A06
2025339596000000000RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                                              A05
2025339600000000000APLICAO DIRETA  CONTA DE RECURSOS DE QUE TRATA O ART 25 DA LEI COMPLEMENTAR N 141 DE 2012                     S04
2025339604000000000CONTRATAO POR TEMPO DETERMINADO                                                                               A05
2025339608000000000OUTROS BENEFCIOS ASSISTENCIAIS DO SERVIDOR E DO MILITAR                                                       A05
2025339614000000000DIRIAS - CIVIL                                                                                                A05
2025339618000000000AUXLIO FINANCEIRO A ESTUDANTES                                                                                A05
2025339620000000000AUXLIO FINANCEIRO A PESQUISADORES                                                                             A05
2025339630000000000MATERIAL DE CONSUMO                                                                                           S05
2025339630090000000MATERIAL FARMACOLOGICO                                                                                        A06
2025339630100000000MATERIAL ODONTOLOGICO                                                                                         A06
2025339630110000000MATERIAL QUMICO                                                                                               A06
2025339630350000000MATERIAL LABORATORIAL                                                                                         A06
2025339630360000000MATERIAL HOSPITALAR                                                                                           A06
2025339630990000000OUTROS MATERIAIS DE CONSUMO                                                                                   A06
2025339631000000000PREMIAES CULTURAIS ARTSTICAS CIENTFICAS DESPORTIVAS E OUTRAS                                                  A05
2025339632000000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               S05
2025339632020000000MEDICAMENTOS PARA USO DOMICILIAR                                                                              A06
2025339632990000000OUTROS MATERIAIS DE DISTRIBUICAO GRATUITA                                                                     A06
2025339633000000000PASSAGENS E DESPESAS COM LOCOMOO                                                                              A05
2025339634000000000OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAO                                            A05
2025339635000000000SERVIOS DE CONSULTORIA                                                                                        A05
2025339636000000000OUTROS SERVIOS DE TERCEIROS - PESSOA FSICA                                                                    A05
2025339637000000000LOCAO DE MO-DE-OBRA                                                                                           A05
2025339638000000000ARRENDAMENTO MERCANTIL                                                                                        A05
2025339639000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2025339639500000000SERVMEDICO-HOSPITALODONTOLE LABORATORIAIS                                                                     A06
2025339639990000000OUTROS SERVICOS DE TERCEIROS-PESSOA JURIDICA                                                                  A06
2025339641000000000CONTRIBUIES                                                                                                   A05
2025339645000000000SUBVENES ECONMICAS                                                                                            A05
2025339646000000000AUXLIO-ALIMENTAO                                                                                              A05
2025339647000000000OBRIGAES TRIBUTRIAS E CONTRIBUTIVAS                                                                           A05
2025339648000000000OUTROS AUXLIOS FINANCEIROS A PESSOAS FSICAS                                                                   A05
2025339649000000000AUXLIO-TRANSPORTE                                                                                             A05
2025339667000000000DEPSITOS COMPULSRIOS                                                                                          A05
2025339691000000000SENTENAS JUDICIAIS                                                                                            A05
2025339692000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2025339692300000000MATERIAL DE CONSUMO                                                                                           A06
2025339692390000000OUTROS SERVICOS DE TERCEIROS - PJ                                                                             A06
2025339692990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2025339693000000000INDENIZAES E RESTITUIES                                                                                       A05
2025339696000000000RESSARCIMENTO DE DESPESAS DE PESSOAL REQUISITADO                                                              A05
2025400000000000000DESPESAS DE CAPITAL                                                                                           S01
2025440000000000000INVESTIMENTOS                                                                                                 S02
2025442000000000000TRANSFERNCIAS  UNIO                                                                                           S03
2025442042000000000AUXLIOS                                                                                                       A05
2025442093000000000INDENIZAES E RESTITUIES                                                                                       S05
2025442093000100000RESTITUICAO DE CONVENIOS E TRANSFERENCIAS  RECEBIDAS UNIAO                                                    A07
2025442200000000000EXECUO ORAMENTRIA DELEGADA  UNIO                                                                              S04
2025442251000000000OBRAS E INSTALAES                                                                                             A05
2025442252000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            A05
2025443000000000000TRANSFERNCIAS A ESTADOS E AO DISTRITO FEDERAL                                                                 S03
2025443041000000000CONTRIBUIES                                                                                                   S05
2025443041390000000RIO GRANDE DO SUL                                                                                             A06
2025443042000000000AUXLIOS                                                                                                       S05
2025443042390000000RIO GRANDE DO SUL                                                                                             A06
2025443093000000000INDENIZAES E RESTITUIES                                                                                       S05
2025443093000100000RESTITUICOES DE CONVENIOS E TRANSFERENCIAS RECEBIDAS DO  ESTADO                                               A07
2025443100000000000TRANSFERNCIAS A ESTADOS E AO DISTRITO FEDERAL - FUNDO A FUNDO                                                 S04
2025443142000000000AUXLIOS                                                                                                       A05
2025443200000000000EXECUO ORAMENTRIA DELEGADA A ESTADOS E AO DISTRITO FEDERAL                                                    S04
2025443251000000000OBRAS E INSTALAES                                                                                             A05
2025443252000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            A05
2025444000000000000TRANSFERNCIAS A MUNICPIOS                                                                                     S03
2025444041000000000CONTRIBUIES                                                                                                   S05
2025444041390000000A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL                                                                   A06
2025444042000000000AUXLIOS                                                                                                       S05
2025444042390000000A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL                                                                   A06
2025444093000000000INDENIZAES E RESTITUIES                                                                                       S05
2025444093000100000RESTITUICOES DE CONVENIOS E TRANSFERENCIAS RECEBIDAS DOS MUNICIPIOS                                           A07
2025444200000000000EXECUO ORAMENTRIA DELEGADA A MUNICPIOS                                                                        S04
2025444251000000000OBRAS E INSTALAES                                                                                             A05
2025445000000000000TRANSFERNCIAS A INSTITUIES PRIVADAS SEM FINS LUCRATIVOS                                                       S03
2025445039000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2025445039010000000INSTITUICOES DE CARATER ASSISTENCIAL CULTURAL  E EDUCACIONAL                                                  A06
2025445039020000000INSTITUICOES DE CARATER INDUSTRIAL                                                                            A06
2025445041000000000CONTRIBUIES                                                                                                   S05
2025445041010000000INSTITUICOES DE CARATER ASSISTENCIAL CULTURAL OU EDUCACIONAL                                                  A06
2025445041020000000INSTITUICOES DE CARATER COMERCIAL OU FINANCEIRO                                                               A06
2025445041080000000ENTIDADES REPRESENTATIVAS DE CLASSE                                                                           A06
2025445041990000000OUTRAS INSTITUICOES PRIVADAS                                                                                  A06
2025445042000000000AUXLIOS                                                                                                       S05
2025445042010000000INSTITUICOES DE CARATER ASSISTENCIAL OU CULTURAL                                                              A06
2025445042020000000INSTITUICOES DE PESQUISA E DESENVOLVIMENTO TECNOLOGICO                                                        A06
2025445042990000000OUTRAS INSTITUICOES PRIVADAS                                                                                  A06
2025447000000000000TRANSFERNCIAS A INSTITUIES MULTIGOVERNAMENTAIS                                                                S03
2025447041000000000CONTRIBUIES                                                                                                   S05
2025447041990000000OUTRAS CONTRIBUICOES                                                                                          A06
2025447042000000000AUXLIOS                                                                                                       S05
2025447042990000000OUTROS AUXILIOS                                                                                               A06
2025447100000000000TRANSFERNCIAS A CONSRCIOS PBLICOS MEDIANTE CONTRATO DE RATEIO                                                 S04
2025447170000000000RATEIO PELA PARTICIPAO EM CONSRCIO PBLICO                                                                     A05
2025447170010000000COFRON                                                                                                        A06
2025447170020000000CISMISSOES                                                                                                    A06
2025447170030000000CIGRES                                                                                                        A06
2025447200000000000EXECUO ORAMENTRIA DELEGADA A CONSRCIOS PBLICOS                                                                S04
2025447251000000000OBRAS E INSTALAES                                                                                             A05
2025449000000000000APLICAES DIRETAS                                                                                              S03
2025449014000000000DIRIAS -  CIVIL                                                                                               S05
2025449014140000000DIARIAS NO PAIS                                                                                               A06
2025449014160000000DIARIAS NO EXTERIOR                                                                                           A06
2025449014990000000OUTRAS DIARIAS                                                                                                A06
2025449018000000000AUXLIO FINANCEIRO A ESTUDANTES                                                                                A05
2025449030000000000MATERIAL DE CONSUMO                                                                                           S05
2025449030090000000MATERIAL FARMACOLGICO                                                                                         A06
2025449030100000000MATERIAL ODONTOLGICO                                                                                          A06
2025449030160000000MATERIAL DE EXPEDIENTE                                                                                        A06
2025449030170000000MATERIAL DE TIC CONSUMO                                                                                       A06
2025449030240000000MATERIAL DE CONSTRUO                                                                                          A06
