12292535000162010120253101202527022025CAMARA DE VEREADORES DE INDEPENDENCIA-RS                                        
2005300000000000000DESPESAS CORRENTES                                                                                            S01
2023449040040000000MELHORIA MANUTENCAO E SUPORTE DE EQUIPAMENTOS DE TIC                                                          A06
2023449040050000000AQUISIO DE SOFTWARE PRONTO                                                                                    A06
2023449040060000000AQUISIO DE SOFTWARE SOB ENCOMENDA OU CUSTOMIZADO                                                              A06
2023449042000000000AUXLIOS                                                                                                       A05
2023449051000000000OBRAS E INSTALAES                                                                                             S05
2023449051800000000ESTUDOS E PROJETOS                                                                                            A06
2023449051910000000OBRAS EM ANDAMENTO                                                                                            A06
2023449051920000000INSTALACOES                                                                                                   A06
2023449051930000000BENFEITORIAS EM PROPRIEDADES DE TERCEIROS                                                                     A06
2023449051960000000ALMOXARIFADO DE OBRAS                                                                                         A06
2023449051990000000OUTRAS OBRAS E INSTALACOES                                                                                    S06
2023449051990200000REFORMAS E ADEQUACOES                                                                                         A07
2023449052000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            S05
2023449052020000000AERONAVES                                                                                                     A06
2023449052040000000APARELHOS DE MEDICAO E ORIENTACAO                                                                             A06
2023449052060000000APARELHOS E EQUIPAMENTOS DE COMUNICACAO                                                                       A06
2023449052080000000APARELHOS EQUIPAMENTOS E UTENSILIOS MEDICOS ODONTOLOGICOS LABORATORIAIS E HOSPITALARES                        A06
2023449052100000000APARELHOS E EQUIPAMENTOS PARA  ESPORTES E DIVERSOES                                                           A06
2023449052120000000APARELHOS E UTENSILIOS DOMESTICOS                                                                             A06
2023449052140000000ARMAMENTOS                                                                                                    A06
2023449052180000000COLECOES E MATERIAIS BIBLIOGRAFICOS                                                                           A06
2023449052190000000DISCOTECAS E FILMOTECAS                                                                                       A06
2023449052200000000EMBARCACOES                                                                                                   A06
2023449052220000000EQUIPAMENTOS DE MANOBRA E PATRULHAMENTO                                                                       A06
2023449052240000000EQUIPAMENTO DE PROTECAO SEGURANCA E SOCORRO                                                                   A06
2023449052260000000INSTRUMENTOS MUSICAIS E ARTISTICOS                                                                            A06
2023449052280000000MAQUINAS E EQUIPAMENTOS  DE NATUREZA INDUSTRIAL                                                               A06
2023449052300000000MAQUINAS E EQUIPAMENTOS ENERGETICOS                                                                           A06
2023449052320000000MAQUINAS E EQUIPAMENTOS GRAFICOS                                                                              A06
2023449052330000000EQUIPAMENTOS PARA AUDIO VIDEO E FOTO                                                                          A06
2023449052340000000MAQUINAS  UTENSILIOS E EQUIPAMENTOS  DIVERSOS                                                                 A06
2023449052350000000MATERIAL DE TIC PERMANENTE                                                                                    A06
2023449052360000000MAQUINAS INSTALACOES E UTENSILIOS DE ESCRITORIO                                                               A06
2023449052370000000EQUIPAMENTOS DE TIC - ATIVOS DE REDE                                                                          A06
2023449052380000000MAQUINAS FERRAMENTAS E UTENSILIOS DE OFICINA                                                                  A06
2023449052390000000EQUIPAMENTOS E UTENSILIOS HIDRAULICOS E ELETRICOS                                                             A06
2023449052400000000MAQUINAS E EQUIPAMENTOS AGRICOLAS  E RODOVIARIOS                                                              A06
2023449052410000000EQUIPAMENTOS DE TIC - COMPUTADORES                                                                            A06
2023449052420000000MOBILIARIO EM GERAL                                                                                           A06
2023449052430000000EQUIPAMENTOS DE TIC - SERVIDORES/STORAGE                                                                      A06
2023449052440000000OBRAS DE ARTE E PECAS PARA EXPOSICAO                                                                          A06
2023449052450000000EQUIPAMENTOS DE TIC - IMPRESSORAS                                                                             A06
2023449052460000000SEMOVENTES E EQUIPAMENTOS DE MONTARIA                                                                         A06
2023449052470000000EQUIPAMENTOS DE TIC - TELEFONIA                                                                               A06
2023449052480000000VEICULOS DIVERSOS                                                                                             A06
2023449052500000000VEICULOS FERROVIARIOS                                                                                         A06
2023449052510000000PECAS NAO INCORPORAVEIS A IMOVEIS                                                                             A06
2023449052520000000VEICULOS DE TRACAO MECANICA                                                                                   A06
2023449052570000000ACESSORIOS PARA AUTOMOVEIS                                                                                    A06
2023449052580000000EQUIPAMENTOS DE MERGULHO E SALVAMENTO                                                                         A06
2023449052830000000EQUIPAMENTOS  E SISTEMAS DE PROTECAO E VIGILANCIA AMBIENTAL                                                   A06
2023449052870000000MATERIAL DE CONSUMO DE USO DURADOURO                                                                          A06
2023449052960000000EQUIPAMENTO E MATERIAL PERMANENTE - PAGAMENTO ANTECIPADO                                                      A06
2023449052990000000OUTROS MATERIAIS PERMANENTES                                                                                  A06
2023449061000000000AQUISIO DE IMVEIS                                                                                             S05
2023449061010000000EDIFICIOS - REALIZACAO DE OBRAS                                                                               A06
2023449061030000000TERRENOS                                                                                                      A06
2023449061060000000SALAS E ESCRITORIOS                                                                                           A06
2023449061070000000CASAS E APARTAMENTOS                                                                                          A06
2023449061080000000ARMAZENS E SILOS                                                                                              A06
2023449061990000000OUTRAS AQUISICOES DE BENS IMOVEIS                                                                             A06
2023449091000000000SENTENAS JUDICIAIS                                                                                            S05
2023449091030000000LIMINARES EM MANDADOS DE SEGURANCA                                                                            A06
2023449091050000000SENTENCAS JUDICIAIS TRANSITADAS EM JULGADO                                                                    A06
2023449091990000000DIVERSAS SENTENCAS                                                                                            A06
2023449092000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2023449092010000000OBRAS E INSTALACOES                                                                                           A06
2023449092020000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            A06
2023449092920000000MATERIAL DE CONSUMO                                                                                           A06
2023449092990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2023449093000000000INDENIZAES E RESTITUIES                                                                                       S05
2023449093010000000INDENIZACAO                                                                                                   A06
2023449093020000000RESTITUICOES                                                                                                  A06
2023449093030000000BENS MOVEIS EM PODER DE TERCEIROS                                                                             A06
2023449093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          A06
2023449100000000000APLICAO DIRETA DECORRENTE DE OPERAO ENTRE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS                   S04
2023449151000000000OBRAS E INSTALAES                                                                                             A05
2023449152000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            S05
2023449152480000000VEICULOS DIVERSOS                                                                                             A06
2023449300000000000APLICAO DIRETA DECORRENTE DE OPERAO DE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS FIS                  S04
2023449351000000000OBRAS E INSTALAES                                                                                             A05
2023449400000000000APLICAO DIRETA DECORRENTE DE OPERAO DE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS FIS                  S04
2023449451000000000OBRAS E INSTALAES                                                                                             A05
2023449500000000000APLICAO DIRETA  CONTA DE RECURSOS DE QUE TRATAM OS  1 E 2 DO ART 24 DA LEI COMPLEMENTAR N 141 DE 2012         S04
2023449551000000000OBRAS E INSTALAES                                                                                             A05
2023449552000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            A05
2023449561000000000AQUISIO DE IMVEIS                                                                                             A05
2023449591000000000SENTENAS JUDICIAIS                                                                                            A05
2023449592000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2023449593000000000INDENIZAES E RESTITUIES                                                                                       A05
2023449600000000000APLICAO DIRETA  CONTA DE RECURSOS DE QUE TRATA O ART 25 DA LEI COMPLEMENTAR N 141 DE 2012                     S04
2023449651000000000OBRAS E INSTALAES                                                                                             A05
2023449652000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            A05
2023449661000000000AQUISIO DE IMVEIS                                                                                             A05
2023449691000000000SENTENAS JUDICIAIS                                                                                            A05
2023449692000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2023449693000000000INDENIZAES E RESTITUIES                                                                                       A05
2023450000000000000INVERSES FINANCEIRAS                                                                                          S02
2023452000000000000TRANSFERNCIAS  UNIO                                                                                           S03
2023452042000000000AUXLIOS                                                                                                       S05
2023452042990000000OUTROS AUXILIOS                                                                                               A06
2023452093000000000INDENIZAES E RESTITUIES                                                                                       S05
2023452093990000000OUTRAS INDENIZACOES E RESTITUICOES                                                                            S06
2023452093990100000RESTITUICAO DE CONVENIOS E TRANSFERENCIAS RECEBIDAS DA UNIAO                                                  A07
2023453000000000000TRANSFERNCIAS A ESTADOS E AO DISTRITO FEDERAL                                                                 S03
2023453041000000000CONTRIBUIES                                                                                                   S05
2023453041390000000RIO GRANDE DO SUL                                                                                             A06
2023453042000000000AUXLIOS                                                                                                       S05
2023453042390000000RIO GRANDE DO SUL                                                                                             A06
2023453093000000000INDENIZAES E RESTITUIES                                                                                       S05
2023453093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          S06
2023453093990100000RESTITUICAO DE  CONVENIOS E TRANSFERENCIAS RECEBIDAS DO ESTADO                                                A07
2023453200000000000EXECUO ORAMENTRIA DELEGADA A ESTADOS E AO DISTRITO FEDERAL                                                    S04
2023453261000000000AQUISIO DE IMVEIS                                                                                             A05
2023454000000000000TRANSFERNCIAS A MUNICPIOS                                                                                     S03
2023454042000000000AUXLIOS                                                                                                       S05
2023454042990000000OUTROS AUXILIOS                                                                                               A06
2023454093000000000INDENIZAES E RESTITUIES                                                                                       S05
2023454093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          S06
2023454093990100000RESTITUICOES DE CONVENIOS E TRANSFERENCIAS RECEBIDAS DOS MUNICIPIOS                                           A07
2023459000000000000APLICAES DIRETAS                                                                                              S03
2023459042000000000AUXLIOS                                                                                                       S05
2023459042990000000OUTROS AUXILIOS                                                                                               A06
2023459061000000000AQUISIO DE IMVEIS                                                                                             S05
2023459061010000000EDIFICIOS                                                                                                     A06
2023459061020000000GLEBAS E FAZENDAS                                                                                             A06
2023459061030000000TERRENOS                                                                                                      A06
2023459061040000000FLORESTAS                                                                                                     A06
2023459061060000000SALAS E ESCRITORIOS                                                                                           A06
2023459061070000000APARTAMENTOS                                                                                                  A06
2023459061080000000ARMAZENS E SILOS                                                                                              A06
2023459061910000000OBRAS EM ANDAMENTO                                                                                            A06
2023459061920000000INSTALACOES                                                                                                   A06
2023459061990000000OUTROS BENS IMOVEIS                                                                                           A06
2023459062000000000AQUISIO DE PRODUTOS PARA REVENDA                                                                              S05
2023459062990000000OUTROS BENS PARA REVENDA                                                                                      A06
2023459063000000000AQUISIO DE TTULOS DE CRDITO                                                                                   S05
2023459063990000000DIVERSAS AQUISICOES DE TITULOS DE CREDITO                                                                     A06
2023459064000000000AQUISIO DE TTULOS REPRESENTATIVOS DE CAPITAL J INTEGRALIZADO                                                  S05
2023459064990000000OUTROS DIREITOS                                                                                               A06
2023459065000000000CONSTITUIO OU AUMENTO DE CAPITAL DE EMPRESAS                                                                  A05
2023459066000000000CONCESSO DE EMPRSTIMOS E FINANCIAMENTOS                                                                       S05
2023459066010000000EMPRESTIMOS CONCEDIDOS                                                                                        S06
2023459066010100000CONCESSAO DE EMPRESTIMOS A CONTRIBUINTES ART32 3  I LRF                                                       A07
2023459066020000000FINANCIAMENTOS CONCEDIDOS                                                                                     S06
2023459066020100000CONCESSAO DE FINANCIAMENTOS A CONTRIBUINTES ART32 3 I LRF                                                     A07
2023459066020200000FINANCIAMENTOS PARA PEQUENOS PRODUTORES RURAIS                                                                A07
2023459066030000000FINANCIAMENTOS - ESTUDANTE DE ENSINO SUPERIOR                                                                 A06
2023459066990000000OUTROS EMPRESTIMOS E FINANCIAMENTOS                                                                           A06
2023459067000000000DEPSITOS COMPULSRIOS                                                                                          S05
2023459067010000000DEPOSITOS JUDICIAIS                                                                                           A06
2023459067990000000DIVERSOS DEPOSITOS COMPULSORIOS                                                                               A06
2023459091000000000SENTENAS JUDICIAIS                                                                                            S05
2023459091050000000SENTENCAS JUDICIAIS TRANSITADAS EM JULGADO                                                                    A06
2023459091990000000DIVERSAS SENTENCAS                                                                                            A06
2023459092000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2023459092990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2023459093000000000INDENIZAES E RESTITUIES                                                                                       S05
2023459093010000000INDENIZACOES                                                                                                  A06
2023459093020000000RESTITUICOES                                                                                                  A06
2023459093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          A06
2023459100000000000APLICAO DIRETA DECORRENTE DE OPERAO ENTRE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS                   S04
2023459161000000000AQUISIO DE IMVEIS                                                                                             S05
2023459161010000000EDIFICIOS                                                                                                     A06
2023459161030000000TERRENOS                                                                                                      A06
2023459161060000000SALAS E ESCRITORIOS                                                                                           A06
2023459161990000000OUTROS BENS IMOVEIS                                                                                           A06
2023460000000000000AMORTIZAO DA DVIDA                                                                                            S02
2023467100000000000TRANSFERNCIAS A CONSRCIOS PBLICOS                                                                             S04
2023467170000000000RATEIO PELA PARTICIPAO EM CONSRCIO PBLICO                                                                     S05
2023467170010000000COFRON                                                                                                        A06
2023467170020000000CISMISSOES                                                                                                    A06
2023467170030000000CIGRES                                                                                                        A06
2023469000000000000APLICAES DIRETAS                                                                                              S03
2023469042000000000AUXLIOS                                                                                                       S05
2023469042990000000OUTROS AUXILIOS                                                                                               A06
2023469071000000000PRINCIPAL DA DVIDA CONTRATUAL RESGATADO                                                                       S05
2023469071010000000AMORTIZACAO DA DIVIDA CONTRATADA COM INSTITUICOES FINANCEIRAS                                                 A06
2023469071020000000AMORTIZACAO DA DIVIDA CONTRATADA COM GOVERNOS                                                                 A06
2023469071030000000AMORTIZACAO DA DIVIDA CONTRATADA NO EXTERIOR                                                                  A06
2023469071990000000OUTRAS AMORTIZAES DA DVIDA CONTRATADA                                                                         A06
2023469072000000000PRINCIPAL DA DVIDA MOBILIRIA RESGATADO                                                                        S05
2023469072010000000DIVIDA MOBILIARIA                                                                                             A06
2023469073000000000CORREO MONETRIA OU CAMBIAL DA DVIDA CONTRATUAL RESGATADA                                                      S05
2023469073990000000CORRECAO MONETARIA E CAMBIAL DA DIVIDA CONTRATADA                                                             A06
2023469074000000000CORREO MONETRIA OU CAMBIAL DA DVIDA MOBILIRIA RESGATADA                                                       S05
2023469074010000000DIVIDA MOBILIARIA                                                                                             A06
2023469075000000000CORREO MONETRIA DA DVIDA DE OPERAES DE CRDITO POR  ANTECIPAO DA RECEITA                                       S05
2023469075990000000DIVERSAS CORRECOES MONETARIAS DE OPERACOES DE CREDITO POR ANTECIPACAO DA RECEITA                              A06
2023469076000000000PRINCIPAL CORRIGIDO DA DVIDA MOBILIRIA REFINANCIADO                                                           S05
2023469076010000000DIVIDA MOBILIARIA                                                                                             S06
2023469076010100000DIVIDA MOBILIARIA INTERNA                                                                                     A07
2023469076010200000DIVIDA MOBILIARIA EXTERNA                                                                                     A07
2023469077000000000PRINCIPAL CORRIGIDO DA DVIDA CONTRATUAL REFINANCIADO                                                          S05
2023469077010000000AMORTIZACAO DA DIVIDA CONTRATUAL REFINANCIADA COM INSTITUICOES FINANCEIRA                                     A06
2023469077020000000AMORTIZACAO DA  DIVIDA CONTRATUAL REFINANCIADA COM GOVERNOS                                                   A06
2023469077030000000AMORTIZACAO DA DIVIDA CONTRATUAL REFINANCIADA NO EXTERIOR                                                     A06
2023469091000000000SENTENAS JUDICIAIS                                                                                            S05
2023469091990000000DIVERSAS SENTENCAS                                                                                            A06
2023469092000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2023469092990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2023469093000000000INDENIZAES E RESTITUIES                                                                                       S05
2023469093010000000INDENIZACOES                                                                                                  A06
2023469093020000000RESTITUICOES                                                                                                  A06
2023469093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          A06
2023469100000000000APLICAO DIRETA DECORRENTE DE OPERAO ENTRE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS                   S04
2023469171000000000PRINCIPAL DA DVIDA CONTRATUAL RESGATADO                                                                       S05
2023469171990000000OUTRAS AMORTIZACOES DA DIVIDA CONTRATADA                                                                      S06
2023469171990100000DIVIDA PARCELADA COM O RPPS                                                                                   A07
2023900000000000000RESERVA DE CONTINGENCIA E RESERVA DO RPPS                                                                     S01
2023990000000000000RESERVA DE CONTINGNICA                                                                                        S02
2023999000000000000RESERVA DE CONTINGENCIA E DO RPPS                                                                             S03
2023999900000000000RESERVA DE CONTINGENCIA E DO RPPS                                                                             S04
2023999999000000000RESERVA DE CONTINGENCIA E DO RPPS                                                                             S05
2023999999990000000RESERVA DE CONTINGNCIA E RESERVA DO RPPS                                                                      S06
2023999999990100000RESERVA DE CONTINGENCIA E DO RPPS                                                                             S07
2023999999990100100RESERVA DE CONTINGENCIA - FONTE DE CREDITOS                                                                   A08
2023999999990100200RESERVA DE CONTINGENCIA - COBERTURA DE PASSIVOS CONTINGENTES                                                  A08
2023999999990100300RESERVA DO RPPS                                                                                               A08
2023999999990100400RESERVA ORAMENTRIA PARA EMENDAS INDIVIDUAIS IMPOSITIVAS                                                       A08
2024300000000000000DESPESAS CORRENTES                                                                                            S01
2024310000000000000PESSOAL E ENCARGOS SOCIAIS                                                                                    S02
2024313000000000000TRANSFERNCIAS A ESTADOS E AO DISTRITO FEDERAL                                                                 S03
2024314000000000000TRANSFERNCIAS A MUNICPIOS                                                                                     S03
2024315000000000000TRANSFERNCIAS A INSTITUIES PRIVADAS SEM FINS LUCRATIVOS                                                       S03
2024315011000000000VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                                                 S05
2024315011990000000OUTRAS DESPESAS FIXAS - PESSOAL CIVIL                                                                         S06
2024315011991000000TRANSFERENCIAS DE RECURSOS PARA COBERTURA DE DESPESAS COM PESSOAL CONTRATADO ATRAVS DE INSTITUIES             A07
2024315013000000000OBRIGAES PATRONAIS                                                                                            S05
2024315013010000000FGTS                                                                                                          A06
2024315013020000000INSS                                                                                                          A06
2024317000000000000TRANSFERENCIAS MULTIGOVERNAMENTAIS                                                                            S03
2024317100000000000TRANSFERNCIAS A CONSRCIOS PBLICOS MEDIANTE CONTRATO DE RATEIO                                                 S04
2024317170000000000RATEIO PELA PARTICIPAO EM CONSRCIO PBLICO                                                                     S05
2024317170010000000COFRON                                                                                                        A06
2024317170020000000CISA                                                                                                          A06
2024319000000000000APLICAES DIRETAS                                                                                              S03
2024319001000000000APOSENTADORIAS DO RPPS RESERVA REMUNERADA E REFORMAS DOS MILITARES                                            S05
2024319001010000000PROVENTOS - PESSOAL CIVIL                                                                                     A06
202431900106000000013 SALARIO - APOSENTADOS - PESSOAL CIVIL                                                                      A06
202431900143000000013 SALARIO - PESSOAL CIVIL - INATIVOS                                                                         A06
2024319001510000000ADICIONAIS VANTAGENSGRATIFICAES E OUTROS COMPLEMENTOS DE PROVENTOS - PESSOAL CIVIL                            A06
2024319001990000000OUTROS PROVENTOS - PESSOAL CIVIL                                                                              A06
2024319003000000000PENSES                                                                                                        S05
2024319003010000000PENSES - PESSOAL CIVIL                                                                                        A06
202431900303000000013 SALARIO - PESSOAL CIVIL - PENSIONISTAS                                                                     A06
2024319003050000000PENSOES ESPECIAIS - PESSOAL CIVIL                                                                             A06
2024319003510000000ADICIONAIS VANTAGENSGRATIFICAES E OUTROS COMPLEMENTOS DE PENSES - PESSOAL CIVIL                               A06
2024319003990000000OUTRAS PENSOES - CIVIS                                                                                        A06
2024319004000000000CONTRATAO POR TEMPO DETERMINADO                                                                               S05
2024319004010000000SALRIO CONTRATO TEMPORRIO                                                                                     S06
2024319004010200000CONTRATACAO POR TEMPO DETERMINADO DE PROFESSORES                                                              A07
2024319004100000000SERVIO EXTRAORDINRIO - CONTRATO TEMPORARIO                                                                    A06
202431900413000000013 SALARIO - CONTRATO TEMPORARIO                                                                              A06
2024319004140000000FERIAS - ABONO CONSTITUCIONAL - CONTRATO TEMP                                                                 A06
2024319004150000000OBRIGAES PATRONAIS - CONTRATO TEMPORARIO                                                                      S06
2024319004150100000INSS DE PESSOAL CONTRATADO TEMPORARIAMENTE                                                                    A07
2024319004150200000FGTS DE PESSOAL CONTRATADO TEMPORARIAMENTE                                                                    A07
2024319004510000000ADICIONAIS DE CONTRATO TEMPORARIO                                                                             A06
2024319004990000000OUTRAS CONTRATACOES POR TEMPO DETERMINADO                                                                     S06
2024319004990100000CONTRATACAO POR TEMPO DETERMINADO DE PROFISSIONAIS DA SAUDE                                                   S07
2024319004990100100CONTRATACAO TEMPORARIA PARA O PSF                                                                             A08
2024319004990100200CONTRATACAO TEMPORARIA PARA O PACS                                                                            A08
2024319004990109800PISO DA ENFERMAGEM - CONTRATOS                                                                                A08
2024319004990109900OUTRAS CONTRATACOES TEMPORARIAS PARA A SAUDE                                                                  A08
2024319004999900000OUTRAS CONTRATACOES POR TEMPO DETERMINADO                                                                     A07
2024319007000000000CONTRIBUIO A ENTIDADES FECHADAS DE PREVIDNCIA                                                                 S05
2024319007010000000CONTRIBUICAO PATRONAL PREVIDENCIA PRIVADA                                                                     A06
2024319007020000000SEGUROS                                                                                                       A06
2024319007040000000CONTRIBUICAO PATRONAL PREVIDENCIA PRIVADA-PDV                                                                 A06
2024319007990000000OUTRAS CONTRIBUICOES A ENTIDADES FECHADAS DE PREVIDNCIA                                                       A06
2024319008000000000OUTROS BENEFCIOS ASSISTENCIAIS DO SERVIDOR E DO MILITAR                                                       S05
2024319008010000000AUXILIO-FUNERAL                                                                                               S06
2024319008010100000AUXILIO-FUNERAL - PESSOAL ATIVO                                                                               A07
2024319008010200000AUXILIO-FUNERAL - PESSOAL INATIVO                                                                             A07
2024319008010300000AUXILIO-FUNERAL - PENSIONISTAS                                                                                A07
2024319008050000000AUXILIO NATALIDADE                                                                                            S06
2024319008050100000AUXILIO NATALIDADE - PESSOAL ATIVO                                                                            A07
2024319008050200000AUXILIO NATALIDADE - PESSOAL INATIVO                                                                          A07
2024319008090000000AUXLIO-CRECHE OU ASSISTNCIA PR-ESCOLAR                                                                        A06
2024319008110000000AUXLIO-SADE                                                                                                   S06
2024319008110100000AUXLIO-SADE - PESSOAL ATIVO                                                                                   A07
2024319008110200000AUXLIO-SADE - PESSOAL INATIVO                                                                                 A07
2024319008110300000AUXLIO-SADE - PENSIONISTAS                                                                                    A07
2024319008140000000AUXLIO DEFICIENTE                                                                                             A06
2024319008150000000AUXLIO ESCOLA                                                                                                 A06
2024319008460000000AUXLIO ODONTOLGICO                                                                                            A06
2024319008470000000AUXLIO OFTALMOLGICO                                                                                           A06
2024319008480000000AUXLIO MEDICAMENTO                                                                                            A06
2024319008530000000AUXILIO-RECLUSO                                                                                               S06
2024319008530100000AUXLIO-RECLUSO - PESSOAL ATIVO                                                                                A07
2024319008530200000AUXLIO-RECLUSO - PESSOAL INATIVO                                                                              A07
2024319008560000000SALARIO-FAMILIA                                                                                               S06
2024319008560100000SALARIO FAMLIA - PESSOAL ATIVO                                                                                A07
2024319008560200000SALARIO FAMLIA - PESSOAL INATIVO                                                                              A07
2024319008990000000OUTROS BENEFICIOS ASSISTENCIAIS                                                                               A06
2024319011000000000VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                                                 S05
2024319011010000000VENCIMENTOS E SALRIOS                                                                                         A06
2024319011040000000ADICIONAL NOTURNO                                                                                             A06
2024319011050000000INCORPORACOES                                                                                                 A06
2024319011070000000ABONO DE PERMANENCIA                                                                                          A06
2024319011080000000ADIANTAMENTO PECUNIARIO                                                                                       A06
2024319011090000000ADICIONAL DE PERICULOSIDADE                                                                                   A06
2024319011100000000ADICIONAL DE INSALUBRIDADE                                                                                    A06
2024319011110000000ADICIONAL DE ATIVIDADES PENOSAS                                                                               A06
2024319011130000000INCENTIVO A QUALIFICAO                                                                                        A06
2024319011300000000ABONO PROVISORIO - PESSOAL CIVIL                                                                              A06
2024319011310000000GRATIFICACAO POR EXERCICIO DE CARGOS                                                                          A06
2024319011330000000GRATIFICACAO POR EXERCICIO DE FUNCOES                                                                         A06
2024319011370000000GRATIFICACAO DE TEMPO DE SERVICO                                                                              A06
2024319011400000000GRATIFICACOES ESPECIAIS                                                                                       A06
2024319011420000000FERIAS INDENIZADAS                                                                                            A06
202431901143000000013 SALARIO                                                                                                    A06
2024319011440000000FERIAS - ABONO PECUNIARIO                                                                                     A06
2024319011450000000FERIAS - ABONO CONSTITUCIONAL                                                                                 A06
2024319011460000000FERIAS - PAGAMENTO ANTECIPADO                                                                                 A06
2024319011470000000LICENCA-PREMIO                                                                                                A06
2024319011480000000LICENA PRMIO INDENIZADA                                                                                       A06
2024319011490000000LICENCA CAPACITACAO                                                                                           A06
2024319011500000000SALARIO MATERNIDADE                                                                                           A06
2024319011510000000OUTROS ADICIONAIS VANTAGENSGRATIFICAES E OUTROS COMPLEMENTOS DE SALRIOS                                       A06
2024319011520000000LICENA SADE                                                                                                   A06
2024319011730000000REMUNERAO PELA  PARTICIPACAO EM  ORGAOS DE  DELIBERACAO COLETIVA                                              S06
2024319011730100000REMUNERACAO DOS CONSELHEIROS TUTELARES                                                                        A07
2024319011730200000REMUNERACAO DOS INTEGRANTES DAS JARIS                                                                         A07
2024319011739900000REMUNERACOES PELA PARTICIPACAO EM OUTROS ORGAOS DE DELIBERACAO COLETIVA                                       S07
2024319011739900100JETON CONSELHO RPPS                                                                                           A08
2024319011740000000SUBSIDIOS                                                                                                     A06
2024319011750000000REPRESENTACAO MENSAL                                                                                          A06
2024319011770000000REMUNERAO DE PESSOAL EM DISPONIBILIDADE                                                                       A06
2024319011990000000OUTRAS DESPESAS FIXAS - PESSOAL CIVIL                                                                         S06
2024319011990100000PISO DA ENFERMAGEM                                                                                            A07
2024319011991100000MAIS MEDICOS                                                                                                  A07
2024319013000000000OBRIGAES PATRONAIS                                                                                            S05
2024319013010000000FGTS                                                                                                          S06
2024319013010100000FGTS - SERVIDORES                                                                                             A07
2024319013020000000CONTRIBUICOES PREVIDENCIARIAS - INSS                                                                          S06
2024319013020100000INSS - SERVIDORES                                                                                             A07
2024319013020300000INSS - AGENTES POLITICOS                                                                                      A07
